11: [12.083, 10.63, 25.08, 26.627, 11.18, 21.84, 33.302, 23.707, 12.806, 21.932, 0, 14.213, 40.311, 30.017, 25.71, 10.0, 23.431, 26.249, 40.311, 22.672, 20.025, 16.0, 30.529, 35.735, 35.128, 30.887, 13.892, 26.019, 17.464, 21.26, 28.443, 6.403, 31.257, 20.616, 29.732, 35.0, 21.471, 6.708, 31.064, 50.931, 40.0, 37.443, 43.566, 28.636, 31.145, 10.198, 19.235, 22.023, 14.318, 14.56, 12.042]
12: [20.881, 24.759, 38.275, 12.53, 9.22, 18.028, 34.015, 30.0, 21.024, 22.825, 14.213, 0, 26.926, 21.471, 16.763, 22.847, 9.849, 14.036, 26.173, 36.77, 32.573, 27.313, 29.155, 30.48, 24.739, 36.222, 16.031, 37.0, 31.385, 27.459, 37.483, 15.652, 26.627, 30.017, 43.841, 48.918, 10.05, 14.318, 32.757, 36.77, 25.807, 24.166, 41.231, 17.029, 23.409, 7.071, 6.0, 23.77, 17.464, 25.495, 8.062]
13: [41.869, 50.12, 61.074, 15.033, 35.355, 27.203, 39.85, 45.222, 47.676, 46.174, 40.311, 26.926, 0, 18.385, 32.28, 49.649, 22.091, 14.422, 14.422, 61.587, 59.481, 48.918, 33.838, 27.166, 13.153, 48.301, 33.971, 56.639, 57.775, 53.038, 54.406, 39.115, 43.658, 56.569, 68.505, 72.801, 27.166, 41.231, 54.918, 19.0, 9.434, 21.932, 39.0, 26.926, 37.162, 30.414, 21.19, 36.056, 43.105, 52.393, 29.155]
14: [26.926, 37.656, 45.651, 17.889, 30.463, 10.296, 21.587, 27.586, 41.0, 44.294, 30.017, 21.471, 18.385, 0, 35.384, 40.012, 24.207, 10.296, 29.017, 47.76, 50.0, 33.541, 15.524, 10.77, 6.403, 30.017, 18.974, 39.825, 46.39, 48.384, 36.797, 26.306, 46.69, 49.82, 54.231, 57.706, 28.284, 33.734, 54.203, 36.674, 25.08, 33.242, 23.087, 32.45, 41.869, 20.224, 16.401, 18.385, 38.626, 44.283, 18.111]
15: [36.014, 35.468, 50.596, 18.868, 14.56, 34.438, 50.695, 46.271, 23.345, 15.811, 25.71, 16.763, 32.28, 35.384, 0, 29.682, 11.402, 25.495, 23.195, 46.957, 36.77, 41.437, 45.618, 45.607, 36.401, 52.773, 32.558, 51.478, 38.833, 24.597, 53.009, 30.067, 11.662, 30.232, 53.712, 59.481, 7.211, 21.024, 23.022, 32.573, 26.019, 16.155, 57.14, 6.083, 6.708, 23.345, 19.416, 40.522, 16.971, 29.0, 24.739]
16: [18.601, 8.544, 23.0, 35.341, 16.279, 31.575, 41.34, 29.698, 8.0, 20.025, 10.0, 22.847, 49.649, 40.012, 29.682, 0, 30.806, 35.903, 48.01, 17.72, 10.05, 18.868, 39.395, 45.354, 45.1, 36.797, 23.087, 27.514, 9.22, 15.232, 31.765, 14.866, 31.575, 12.042, 24.166, 30.083, 27.586, 9.22, 26.926, 58.6, 48.374, 43.841, 52.326, 34.059, 33.615, 20.1, 28.46, 30.414, 13.601, 5.657, 22.023]
17: [30.676, 34.059, 48.021, 7.616, 14.765, 24.739, 41.231, 39.205, 26.926, 24.083, 23.431, 9.849, 22.091, 24.207, 11.402, 30.806, 0, 14.142, 17.205, 46.098, 39.825, 37.162, 35.735, 34.67, 25.0, 45.0, 25.179, 46.819, 39.825, 31.257, 47.074, 25.495, 23.022, 35.44, 53.151, 58.412, 5.099, 21.633, 32.985, 27.803, 18.028, 14.318, 46.53, 8.544, 17.692, 16.763, 9.22, 32.062, 21.587, 32.202, 17.263]
18: [27.586, 35.777, 46.755, 7.616, 23.195, 14.56, 30.0, 32.202, 35.0, 36.056, 26.249, 14.036, 14.422, 10.296, 25.495, 35.903, 14.142, 0, 20.396, 47.17, 45.891, 34.655, 24.021, 21.024, 11.18, 36.401, 19.849, 42.802, 43.658, 41.437, 41.183, 24.698, 37.014, 44.0, 54.083, 58.412, 18.601, 28.071, 45.695, 29.547, 17.464, 23.345, 33.242, 22.204, 31.828, 16.155, 8.062, 23.409, 31.401, 39.205, 14.765]
19: [45.793, 50.912, 64.203, 14.765, 31.906, 34.928, 50.16, 52.202, 43.829, 38.833, 40.311, 26.173, 14.422, 29.017, 23.195, 48.01, 17.205, 20.396, 0, 62.936, 56.939, 52.697, 44.102, 39.319, 25.71, 56.754, 38.91, 61.774, 57.009, 47.127, 60.926, 41.4, 33.136, 52.0, 70.007, 75.073, 21.024, 38.833, 46.043, 10.63, 5.0, 8.544, 51.624, 17.117, 26.173, 32.202, 22.472, 43.681, 38.079, 49.244, 31.906]
20: [20.881, 12.042, 7.81, 48.918, 32.757, 37.643, 40.311, 26.306, 25.495, 37.483, 22.672, 36.77, 61.587, 47.76, 46.957, 17.72, 46.098, 47.17, 62.936, 0, 16.763, 15.033, 41.012, 49.366, 53.852, 31.623, 28.792, 16.643, 10.05, 31.016, 22.825, 22.472, 49.244, 25.318, 7.071, 12.53, 43.829, 25.942, 43.046, 73.539, 62.37, 60.0, 52.345, 50.774, 51.264, 31.401, 41.231, 32.14, 31.321, 21.024, 32.45]
21: [26.926, 14.765, 24.166, 44.944, 25.06, 41.304, 49.659, 36.892, 13.454, 23.707, 20.025, 32.573, 59.481, 50.0, 36.77, 10.05, 39.825, 45.891, 56.939, 16.763, 0, 25.0, 48.384, 54.918, 55.145, 43.6, 32.558, 31.401, 7.211, 15.524, 36.797, 24.331, 35.777, 9.055, 21.0, 27.019, 36.056, 18.385, 27.166, 67.417, 57.697, 52.01, 61.098, 41.869, 39.408, 30.15, 38.328, 39.217, 19.799, 7.81, 32.062]
22: [7.071, 10.63, 12.207, 38.013, 27.074, 23.259, 25.71, 12.083, 26.0, 37.108, 16.0, 27.313, 48.918, 33.541, 41.437, 18.868, 37.162, 34.655, 52.697, 15.033, 25.0, 0, 26.0, 34.366, 39.825, 18.601, 15.0, 10.05, 18.358, 34.0, 13.0, 11.705, 47.17, 30.61, 20.881, 24.187, 36.401, 22.204, 45.31, 63.008, 51.225, 51.478, 37.656, 43.681, 47.096, 20.591, 30.232, 17.117, 29.614, 24.413, 20.809]
23: [21.587, 33.956, 36.674, 31.257, 36.125, 11.18, 6.083, 15.811, 43.267, 50.21, 30.529, 29.155, 33.838, 15.524, 45.618, 39.395, 35.735, 24.021, 44.102, 41.012, 48.384, 26.0, 0, 9.434, 21.024, 15.556, 16.643, 28.792, 42.953, 51.614, 24.187, 24.597, 55.758, 51.0, 46.39, 48.508, 38.484, 36.401, 60.108, 52.173, 40.447, 47.265, 13.038, 44.272, 52.326, 24.083, 26.571, 9.22, 43.186, 44.721, 22.023]
24: [29.0, 41.11, 45.607, 28.636, 38.833, 13.928, 14.213, 25.08, 47.927, 53.009, 35.735, 30.48, 27.166, 10.77, 45.607, 45.354, 34.67, 21.024, 39.319, 49.366, 54.918, 34.366, 9.434, 0, 14.036, 24.839, 22.361, 38.079, 50.16, 55.902, 33.615, 30.594, 56.639, 56.303, 55.109, 57.567, 38.419, 40.719, 63.008, 46.098, 35.057, 43.966, 12.369, 43.046, 52.202, 27.295, 26.249, 17.263, 46.648, 50.289, 25.06]
25: [33.106, 43.417, 51.971, 17.692, 33.956, 16.643, 26.926, 33.941, 45.277, 47.17, 35.128, 24.739, 13.153, 6.403, 36.401, 45.1, 25.0, 11.18, 25.71, 53.852, 55.145, 39.825, 21.024, 14.036, 0, 36.056, 25.08, 46.228, 51.971, 52.173, 43.139, 32.016, 48.01, 54.231, 60.415, 64.008, 29.682, 38.118, 56.859, 32.062, 21.213, 31.305, 26.077, 32.527, 42.521, 25.02, 18.974, 24.759, 42.202, 49.01, 23.087]
26: [18.868, 29.069, 25.318, 42.579, 40.162, 21.84, 11.18, 7.211, 43.012, 52.773, 30.887, 36.222, 48.301, 30.017, 52.773, 36.797, 45.0, 36.401, 56.754, 31.623, 43.6, 18.601, 15.556, 24.839, 36.056, 0, 20.224, 16.031, 36.892, 51.4, 10.05, 24.597, 61.033, 48.795, 35.355, 36.014, 46.271, 37.59, 61.911, 65.788, 53.759, 58.31, 22.361, 53.085, 59.228, 29.428, 36.056, 13.153, 45.177, 42.45, 28.16]
27: [8.062, 19.026, 27.203, 24.166, 20.591, 9.055, 19.849, 14.036, 26.627, 34.205, 13.892, 16.031, 33.971, 18.974, 32.558, 23.087, 25.179, 19.849, 38.91, 28.792, 32.558, 15.0, 16.643, 22.361, 25.08, 20.224, 0, 23.022, 28.0, 35.0, 22.136, 8.246, 41.231, 34.438, 35.341, 39.115, 26.077, 19.849, 43.932, 48.877, 36.892, 39.051, 29.682, 33.0, 39.051, 9.22, 16.763, 8.602, 26.907, 28.231, 8.0]
28: [16.155, 18.974, 9.487, 47.011, 37.121, 29.732, 26.306, 13.0, 35.171, 46.69, 26.019, 37.0, 56.639, 39.825, 51.478, 27.514, 46.819, 42.802, 61.774, 16.643, 31.401, 10.05, 28.792, 38.079, 46.228, 16.031, 23.022, 0, 24.207, 42.72, 6.325, 21.587, 57.079, 38.471, 19.416, 20.1, 46.325, 32.062, 54.406, 71.868, 59.908, 61.098, 38.118, 53.6, 57.14, 30.083, 39.357, 21.633, 39.319, 32.696, 29.967]
29: [21.378, 9.055, 17.088, 43.909, 25.456, 37.014, 43.658, 30.414, 16.155, 27.893, 17.464, 31.385, 57.775, 46.39, 38.833, 9.22, 39.825, 43.658, 57.009, 10.05, 7.211, 18.358, 42.953, 50.16, 51.971, 36.892, 28.0, 24.207, 0, 21.0, 29.698, 20.1, 39.85, 15.297, 15.524, 21.587, 36.77, 18.385, 33.015, 67.624, 57.14, 53.038, 55.362, 43.278, 42.485, 27.514, 36.674, 33.734, 22.361, 11.18, 29.12]
30: [32.65, 23.77, 37.483, 38.013, 18.248, 42.059, 54.562, 44.204, 8.485, 9.22, 21.26, 27.459, 53.038, 48.384, 24.597, 15.232, 31.257, 41.437, 47.127, 31.016, 15.524, 34.0, 51.614, 55.902, 52.173, 51.4, 35.0, 42.72, 21.0, 0, 46.957, 27.586, 20.809, 6.708, 36.222, 42.297, 26.476, 15.264, 12.042, 57.009, 49.031, 40.719, 64.637, 30.463, 25.495, 28.636, 33.377, 43.278, 10.05, 10.198, 30.871]
31: [17.0, 23.324, 15.811, 46.239, 39.115, 27.203, 20.881, 9.22, 39.0, 50.0, 28.443, 37.483, 54.406, 36.797, 53.009, 31.765, 47.074, 41.183, 60.926, 22.825, 36.797, 13.0, 24.187, 33.615, 43.139, 10.05, 22.136, 6.325, 29.698, 46.957, 0, 23.022, 59.682, 43.267, 25.71, 26.0, 47.265, 34.928, 58.31, 70.661, 58.592, 61.131, 32.388, 54.452, 59.034, 30.414, 38.897, 18.439, 42.45, 37.216, 29.833]
32: [6.083, 11.402, 22.804, 26.907, 16.125, 17.029, 27.019, 17.464, 19.105, 28.178, 6.403, 15.652, 39.115, 26.306, 30.067, 14.866, 25.495, 24.698, 41.4, 22.472, 24.331, 11.705, 24.597, 30.594, 32.016, 24.597, 8.246, 21.587, 20.1, 27.586, 23.022, 0, 36.878, 26.42, 29.411, 33.971, 24.739, 13.038, 37.443, 51.856, 40.311, 39.812, 37.59, 32.016, 36.014, 9.22, 19.105, 15.811, 20.591, 20.125, 10.0]
33: [42.953, 39.115, 54.332, 30.529, 20.881, 44.654, 60.415, 54.12, 23.77, 12.083, 31.257, 26.627, 43.658, 46.69, 11.662, 31.575, 23.022, 37.014, 33.136, 49.244, 35.777, 47.17, 55.758, 56.639, 48.01, 61.033, 41.231, 57.079, 39.85, 20.809, 59.682, 36.878, 0, 27.459, 55.362, 61.4, 18.439, 25.02, 13.928, 41.195, 36.674, 25.0, 67.801, 16.763, 7.0, 32.202, 30.414, 49.659, 18.111, 28.792, 34.0]
34: [30.61, 20.0, 32.28, 41.593, 21.213, 42.379, 53.254, 41.725, 9.0, 15.62, 20.616, 30.017, 56.569, 49.82, 30.232, 12.042, 35.44, 44.0, 52.0, 25.318, 9.055, 30.61, 51.0, 56.303, 54.231, 48.795, 34.438, 38.471, 15.297, 6.708, 43.267, 26.42, 27.459, 0, 30.017, 36.056, 31.016, 16.125, 18.111, 62.169, 53.451, 46.141, 64.008, 35.847, 31.828, 29.614, 36.014, 42.19, 13.928, 6.403, 31.78]
35: [27.313, 19.105, 10.05, 55.973, 39.661, 44.011, 45.0, 31.016, 31.623, 43.417, 29.732, 43.841, 68.505, 54.231, 53.712, 24.166, 53.151, 54.083, 70.007, 7.071, 21.0, 20.881, 46.39, 55.109, 60.415, 35.355, 35.341, 19.416, 15.524, 36.222, 25.71, 29.411, 55.362, 30.017, 0, 6.083, 50.804, 32.757, 48.094, 80.61, 69.426, 67.007, 57.009, 57.689, 57.775, 38.419, 48.27, 37.855, 37.696, 26.683, 39.408]
36: [31.064, 24.413, 12.083, 60.811, 45.277, 47.413, 46.39, 32.757, 37.643, 49.477, 35.0, 48.918, 72.801, 57.706, 59.481, 30.083, 58.412, 58.412, 75.073, 12.53, 27.019, 24.187, 48.508, 57.567, 64.008, 36.014, 39.115, 20.1, 21.587, 42.297, 26.0, 33.971, 61.4, 36.056, 6.083, 0, 56.303, 38.471, 54.148, 85.633, 74.25, 72.422, 58.215, 63.285, 63.695, 43.139, 53.038, 40.497, 43.658, 32.757, 43.932]
37: [30.414, 31.906, 46.519, 12.649, 11.314, 27.313, 43.658, 40.012, 22.825, 19.026, 21.471, 10.05, 27.166, 28.284, 7.211, 27.586, 5.099, 18.601, 21.024, 43.829, 36.056, 36.401, 38.484, 38.419, 29.682, 46.271, 26.077, 46.325, 36.77, 26.476, 47.265, 24.739, 18.439, 31.016, 50.804, 56.303, 0, 18.385, 27.893, 31.385, 22.561, 16.279, 49.93, 7.28, 13.892, 17.0, 12.207, 33.734, 17.088, 28.302, 18.111]
38: [18.788, 14.56, 29.833, 26.571, 7.071, 26.833, 39.598, 30.414, 7.28, 15.232, 6.708, 14.318, 41.231, 33.734, 21.024, 9.22, 21.633, 28.071, 38.833, 25.942, 18.385, 22.204, 36.401, 40.719, 38.118, 37.59, 19.849, 32.062, 18.385, 15.264, 34.928, 13.038, 25.02, 16.125, 32.757, 38.471, 18.385, 0, 24.413, 49.406, 39.357, 34.655, 49.406, 25.0, 25.71, 13.601, 20.224, 28.284, 7.616, 11.18, 15.811]
39: [43.046, 35.44, 49.497, 40.522, 24.207, 49.679, 63.781, 54.708, 19.313, 10.0, 31.064, 32.757, 54.918, 54.203, 23.022, 26.926, 32.985, 45.695, 46.043, 43.046, 27.166, 45.31, 60.108, 63.008, 56.859, 61.911, 43.932, 54.406, 33.015, 12.042, 58.31, 37.443, 13.928, 18.111, 48.094, 54.148, 27.893, 24.413, 0, 54.745, 49.041, 38.328, 72.918, 29.0, 20.616, 36.125, 38.013, 52.498, 17.029, 22.204, 38.288]
40: [56.036, 61.522, 74.653, 25.0, 42.438, 44.011, 58.249, 61.741, 54.203, 48.384, 50.931, 36.77, 19.0, 36.674, 32.573, 58.6, 27.803, 29.547, 10.63, 73.539, 67.417, 63.008, 52.173, 46.098, 32.062, 65.788, 48.877, 71.868, 67.624, 57.009, 70.661, 51.856, 41.195, 62.169, 80.61, 85.633, 31.385, 49.406, 54.745, 0, 12.083, 16.492, 58.0, 26.571, 34.234, 42.638, 32.802, 52.924, 48.301, 59.682, 42.202]
41: [44.204, 50.448, 63.032, 13.454, 32.696, 31.953, 46.53, 49.659, 44.944, 41.195, 40.0, 25.807, 9.434, 25.08, 26.019, 48.374, 18.028, 17.464, 5.0, 62.37, 57.697, 51.225, 40.447, 35.057, 21.213, 53.759, 36.892, 59.908, 57.14, 49.031, 58.592, 40.311, 36.674, 53.451, 69.426, 74.25, 22.561, 39.357, 49.041, 12.083, 0, 13.038, 47.265, 20.1, 29.833, 31.113, 21.213, 40.853, 39.56, 50.16, 30.48]
42: [44.944, 48.01, 62.266, 16.031, 27.586, 37.0, 53.151, 52.953, 38.601, 31.953, 37.443, 24.166, 21.932, 33.242, 16.155, 43.841, 14.318, 23.345, 8.544, 60.0, 52.01, 51.478, 47.265, 43.966, 31.305, 58.31, 39.051, 61.098, 53.038, 40.719, 61.131, 39.812, 25.0, 46.141, 67.007, 72.422, 16.279, 34.655, 38.328, 16.492, 13.038, 0, 56.321, 10.296, 18.0, 31.016, 22.361, 45.177, 32.45, 44.204, 31.321]
43: [34.176, 46.487, 47.0, 40.853, 48.795, 23.345, 12.042, 26.077, 56.303, 62.968, 43.566, 41.231, 39.0, 23.087, 57.14, 52.326, 46.53, 33.242, 51.624, 52.345, 61.098, 37.656, 13.038, 12.369, 26.077, 22.361, 29.682, 38.118, 55.362, 64.637, 32.388, 37.59, 67.801, 64.008, 57.009, 58.215, 49.93, 49.406, 72.918, 58.0, 47.265, 56.321, 0, 55.009, 63.812, 36.797, 37.736, 21.932, 56.08, 57.706, 34.655]
44: [37.656, 38.949, 53.712, 14.866, 18.028, 33.242, 49.729, 47.011, 28.425, 21.84, 28.636, 17.029, 26.926, 32.45, 6.083, 34.059, 8.544, 22.204, 17.117, 50.774, 41.869, 43.681, 44.272, 43.046, 32.527, 53.085, 33.0, 53.6, 43.278, 30.463, 54.452, 32.016, 16.763, 35.847, 57.689, 63.285, 7.28, 25.0, 29.0, 26.571, 20.1, 10.296, 55.009, 0, 10.296, 24.083, 17.72, 40.311, 22.204, 34.059, 25.0]
45: [42.048, 40.262, 55.543, 24.839, 20.025, 41.146, 57.385, 52.612, 26.42, 16.279, 31.145, 23.409, 37.162, 41.869, 6.708, 33.615, 17.692, 31.828, 26.173, 51.264, 39.408, 47.096, 52.326, 52.202, 42.521, 59.228, 39.051, 57.14, 42.485, 25.495, 59.034, 36.014, 7.0, 31.828, 57.775, 63.695, 13.892, 25.71, 20.616, 34.234, 29.833, 18.0, 63.812, 10.296, 0, 29.833, 26.077, 47.127, 20.125, 31.906, 31.321]
46: [13.928, 19.723, 32.016, 17.692, 12.042, 13.601, 28.302, 23.022, 20.881, 26.173, 10.198, 7.071, 30.414, 20.224, 23.345, 20.1, 16.763, 16.155, 32.202, 31.401, 30.15, 20.591, 24.083, 27.295, 25.02, 29.428, 9.22, 30.083, 27.514, 28.636, 30.414, 9.22, 32.202, 29.614, 38.419, 43.139, 17.0, 13.601, 36.125, 42.638, 31.113, 31.016, 36.797, 24.083, 29.833, 0, 9.899, 17.464, 19.416, 24.083, 2.236]
47: [23.324, 29.411, 41.869, 7.81, 15.133, 15.524, 32.016, 30.594, 27.019, 28.231, 19.235, 6.0, 21.19, 16.401, 19.416, 28.46, 9.22, 8.062, 22.472, 41.231, 38.328, 30.232, 26.571, 26.249, 18.974, 36.056, 16.763, 39.357, 36.674, 33.377, 38.897, 19.105, 30.414, 36.014, 48.27, 53.038, 12.207, 20.224, 38.013, 32.802, 21.213, 22.361, 37.736, 17.72, 26.077, 9.899, 0, 23.0, 23.345, 31.401, 9.434]
48: [12.369, 24.739, 28.46, 29.428, 29.155, 8.944, 11.314, 9.22, 34.828, 42.802, 22.023, 23.77, 36.056, 18.385, 40.522, 30.414, 32.062, 23.409, 43.681, 32.14, 39.217, 17.117, 9.22, 17.263, 24.759, 13.153, 8.602, 21.633, 33.734, 43.278, 18.439, 15.811, 49.659, 42.19, 37.855, 40.497, 33.734, 28.284, 52.498, 52.924, 40.853, 45.177, 21.932, 40.311, 47.127, 17.464, 23.0, 0, 35.468, 35.847, 15.811]
49: [26.401, 21.024, 36.222, 28.071, 8.246, 33.015, 46.755, 38.013, 6.403, 7.616, 14.318, 17.464, 43.105, 38.626, 16.971, 13.601, 21.587, 31.401, 38.079, 31.321, 19.799, 29.614, 43.186, 46.648, 42.202, 45.177, 26.907, 39.319, 22.361, 10.05, 42.45, 20.591, 18.111, 13.928, 37.696, 43.658, 17.088, 7.616, 17.029, 48.301, 39.56, 32.45, 56.08, 22.204, 20.125, 19.416, 23.345, 35.468, 0, 12.042, 21.633]
50: [24.207, 13.892, 27.295, 37.643, 17.464, 36.401, 46.872, 35.355, 5.657, 16.763, 14.56, 25.495, 52.393, 44.283, 29.0, 5.657, 32.202, 39.205, 49.244, 21.024, 7.81, 24.413, 44.721, 50.289, 49.01, 42.45, 28.231, 32.696, 11.18, 10.198, 37.216, 20.125, 28.792, 6.403, 26.683, 32.757, 28.302, 11.18, 22.204, 59.682, 50.16, 44.204, 57.706, 34.059, 31.906, 24.083, 31.401, 35.847, 12.042, 0, 26.173]
51: [13.892, 21.024, 32.558, 17.205, 14.142, 11.402, 26.42, 22.023, 23.087, 28.32, 12.042, 8.062, 29.155, 18.111, 24.739, 22.023, 17.263, 14.765, 31.906, 32.45, 32.062, 20.809, 22.023, 25.06, 23.087, 28.16, 8.0, 29.967, 29.12, 30.871, 29.833, 10.0, 34.0, 31.78, 39.408, 43.932, 18.111, 15.811, 38.288, 42.202, 30.48, 31.321, 34.655, 25.0, 31.321, 2.236, 9.434, 15.811, 21.633, 26.173, 0]
