30: [3114.921, 6813.089, 3580.28, 7858.029, 5140.423, 260.461, 820.33, 3239.169, 2660.03, 6706.299, 2675.716, 2127.077, 3218.313, 3689.64, 2081.671, 4033.93, 725.786, 922.581, 437.595, 1732.434, 3086.087, 3619.091, 3168.025, 5965.465, 3747.25, 7538.722, 373.066, 557.984, 5611.874, 0, 1715.889, 4279.001, 1623.073, 4297.953, 7678.433, 734.401, 419.549, 2262.354, 4215.893, 2605.802, 4966.351, 6178.678, 399.541, 1276.69, 7566.628, 1608.165, 2500.679, 5031.336]
31: [1573.158, 6000.585, 2440.564, 7407.991, 4610.533, 1658.197, 915.428, 1558.361, 1121.457, 6476.804, 2086.134, 1557.665, 2841.839, 3031.377, 1203.797, 2571.628, 2383.914, 793.354, 1931.076, 1812.078, 3114.236, 2223.649, 2426.289, 5912.005, 3273.238, 7100.628, 2018.025, 1180.007, 4823.012, 1715.889, 0, 4329.436, 1179.214, 3345.979, 7544.714, 1022.102, 1807.076, 577.631, 4061.097, 1437.579, 3692.495, 5762.245, 2114.67, 439.477, 7536.037, 762.567, 2403.84, 4602.865]
32: [3950.066, 3446.907, 2959.626, 3762.929, 1668.979, 4512.779, 4347.471, 4506.636, 3919.287, 2475.323, 2330.307, 2777.798, 1591.44, 1865.902, 3163.746, 3890.956, 4753.167, 4226.62, 4705.73, 2667.313, 1239.653, 3602.05, 2253.718, 1686.582, 1447.112, 3448.232, 4568.183, 4348.861, 2549.907, 4279.001, 4329.436, 0, 3183.738, 2509.426, 3401.059, 4030.966, 4697.594, 4280.576, 532.632, 3244.314, 3611.762, 2186.307, 4338.44, 4264.511, 3295.583, 3575.638, 1940.569, 1380.961]
33: [1747.359, 5252.22, 1965.151, 6460.561, 3676.979, 1745.952, 1269.038, 2081.573, 1371.761, 5431.572, 1113.217, 530.065, 1790.922, 2141.411, 496.328, 2524.238, 2334.169, 1116.774, 2026.854, 653.621, 1952.861, 2088.443, 1577.216, 4806.802, 2283.498, 6145.721, 1995.985, 1376.985, 4049.431, 1623.073, 1179.214, 3183.738, 0, 2684.353, 6474.122, 1021.235, 1951.148, 1340.223, 2962.043, 1049.509, 3357.912, 4786.744, 1925.719, 1085.009, 6435.221, 421.38, 1243.908, 3618.808]
34: [2141.238, 2655.554, 949.294, 4222.12, 1589.84, 4430.305, 3889.929, 2657.922, 2390.83, 3598.085, 1649.868, 2170.895, 1479.25, 837.01, 2286.776, 1589.604, 4990.612, 3723.839, 4710.096, 2693.146, 2174.596, 1495.591, 1147.84, 3383.186, 1163.605, 3937.684, 4668.667, 4043.214, 1497.707, 4297.953, 3345.979, 2509.426, 2684.353, 0, 4696.653, 3692.04, 4635.442, 2974.016, 1980.792, 1908.805, 1123.162, 2717.445, 4564.755, 3547.038, 4829.709, 2838.596, 2139.282, 1750.931]
35: [6754.235, 3122.585, 5563.66, 1426.012, 3112.019, 7909.411, 7697.565, 7303.784, 6882.963, 1101.73, 5458.949, 6002.067, 4705.343, 4592.568, 6341.22, 6277.6, 8147.808, 7564.826, 8106.401, 6028.943, 4606.627, 6177.809, 5176.112, 1715.736, 4285.311, 1374.483, 7969.105, 7722.406, 3475.531, 7678.433, 7544.714, 3401.059, 6474.122, 4696.653, 0, 7392.131, 8096.404, 7369.053, 3514.867, 6248.525, 5378.775, 2000.514, 7737.088, 7555.576, 460.184, 6828.352, 5266.119, 3012.487]
36: [2382.115, 6273.403, 2915.056, 7450.722, 4681.216, 768.532, 331.05, 2511.058, 1926.067, 6375.217, 2131.743, 1551.102, 2771.784, 3160.701, 1418.808, 3312.7, 1451.135, 285.512, 1060.845, 1365.514, 2795.233, 2905.025, 2597.847, 5698.169, 3282.123, 7133.993, 1084.366, 355.883, 5070.658, 734.401, 1022.102, 4030.966, 1021.235, 3692.04, 7392.131, 0, 964.392, 1541.74, 3882.035, 1912.398, 4285.264, 5771.856, 1120.457, 599.767, 7321.561, 901.264, 2127.771, 4607.081]
37: [3305.896, 7182.762, 3877.765, 8262.98, 5532.703, 206.119, 899.09, 3363.917, 2844.397, 7120.717, 3036.208, 2471.601, 3609.623, 4059.076, 2378.649, 4260.575, 608.048, 1048.821, 131.469, 2129.836, 3500.702, 3860.589, 3520.162, 6383.92, 4135.644, 7943.959, 305.0, 652.562, 5979.979, 419.549, 1807.076, 4697.594, 1951.148, 4635.442, 8096.404, 964.392, 0, 2379.937, 4628.179, 2876.575, 5249.643, 6582.734, 569.86, 1379.4, 7985.992, 1865.055, 2903.188, 5431.071]
38: [1028.905, 5621.925, 2034.562, 7130.392, 4351.563, 2224.512, 1483.086, 984.228, 610.669, 6283.027, 1957.759, 1537.547, 2720.201, 2787.845, 1133.466, 2032.695, 2948.145, 1347.819, 2502.207, 1990.114, 3118.959, 1718.324, 2193.876, 5786.649, 3085.986, 6830.134, 2580.154, 1743.379, 4469.941, 2262.354, 577.631, 4280.576, 1340.223, 2974.016, 7369.053, 1541.74, 2379.937, 0, 3951.543, 1126.287, 3196.946, 5517.445, 2657.361, 1001.855, 7394.63, 950.382, 2428.795, 4379.425]
39: [3529.288, 3084.114, 2481.963, 3668.383, 1251.331, 4434.075, 4184.1, 4090.56, 3542.108, 2496.955, 1996.493, 2505.386, 1231.791, 1379.427, 2866.72, 3397.901, 4751.648, 4050.136, 4651.101, 2524.456, 1135.606, 3131.078, 1832.985, 1851.108, 966.632, 3348.703, 4531.351, 4217.387, 2095.609, 4215.893, 4061.097, 532.632, 2962.043, 1980.792, 3514.867, 3882.035, 4628.179, 3951.543, 0, 2872.108, 3079.565, 2011.523, 4323.716, 4045.828, 3477.368, 3327.044, 1754.264, 999.645]
40: [824.314, 4563.011, 1026.938, 6010.935, 3226.577, 2680.279, 2048.113, 1318.986, 675.003, 5159.717, 930.94, 790.043, 1655.218, 1662.011, 553.245, 1475.145, 3330.466, 1880.294, 2971.913, 1473.471, 2172.487, 1039.002, 1073.03, 4686.717, 1972.882, 5708.753, 2975.317, 2240.673, 3387.4, 2605.802, 1437.579, 3244.314, 1049.509, 1908.805, 6248.525, 1912.398, 2876.575, 1126.287, 2872.108, 0, 2373.567, 4391.626, 2942.41, 1658.753, 6284.33, 1011.662, 1562.218, 3253.729]
41: [2187.0, 2755.069, 1394.877, 4637.29, 2425.577, 5052.252, 4414.241, 2543.774, 2589.323, 4317.917, 2512.856, 2911.581, 2549.313, 1931.361, 2884.769, 1240.454, 5686.635, 4247.12, 5343.21, 3541.252, 3267.789, 1478.633, 2053.183, 4284.795, 2284.909, 4396.141, 5338.346, 4613.721, 1910.058, 4966.351, 3692.495, 3611.762, 3357.912, 1123.162, 5378.775, 4285.264, 5249.643, 3196.946, 3079.565, 2373.567, 0, 3385.381, 5283.475, 3996.796, 5584.077, 3385.158, 3124.408, 2663.953]
42: [4819.396, 1590.902, 3616.908, 1680.836, 1168.41, 6383.196, 6050.724, 5357.462, 4992.012, 936.385, 3700.28, 4276.651, 3000.854, 2735.977, 4568.89, 4286.547, 6745.461, 5902.758, 6616.16, 4454.247, 3135.202, 4210.096, 3339.739, 1271.884, 2506.769, 1362.736, 6508.519, 6120.324, 1500.363, 6178.678, 5762.245, 2186.307, 4786.744, 2717.445, 2000.514, 5771.856, 6582.734, 5517.445, 2011.523, 4391.626, 3385.381, 0, 6313.588, 5836.998, 2204.152, 5094.081, 3679.549, 1168.152]
43: [3488.987, 7026.701, 3890.774, 7986.739, 5312.083, 549.604, 1218.744, 3631.031, 3038.111, 6794.61, 2922.532, 2402.365, 3402.367, 3914.169, 2404.401, 4389.627, 436.791, 1321.592, 485.057, 1922.146, 3188.12, 3968.194, 3422.375, 6021.354, 3934.42, 7666.908, 286.4, 954.382, 5830.871, 399.541, 2114.67, 4338.44, 1925.719, 4564.755, 7737.088, 1120.457, 569.86, 2657.361, 4323.716, 2942.41, 5283.475, 6313.588, 0, 1675.721, 7602.278, 1963.814, 2661.185, 5183.232]
44: [1946.9, 6185.678, 2685.268, 7501.604, 4705.566, 1223.013, 481.274, 1986.046, 1485.475, 6506.743, 2136.907, 1563.444, 2859.377, 3137.232, 1288.169, 2927.542, 1947.673, 354.133, 1500.662, 1640.904, 3028.791, 2552.47, 2540.344, 5891.712, 3330.72, 7189.565, 1580.669, 742.69, 4993.147, 1276.69, 439.477, 4264.511, 1085.009, 3547.038, 7555.576, 599.767, 1379.4, 1001.855, 4045.828, 1658.753, 3996.796, 5836.998, 1675.721, 0, 7520.104, 743.855, 2324.078, 4669.733]
45: [6834.318, 3471.208, 5660.204, 1876.195, 3240.711, 7804.174, 7634.171, 7390.365, 6933.269, 1267.885, 5458.449, 5982.245, 4696.0, 4646.427, 6337.004, 6418.836, 8004.078, 7507.843, 7988.71, 5956.117, 4526.365, 6289.089, 5212.462, 1628.44, 4311.557, 1797.533, 7843.435, 7643.231, 3703.551, 7566.628, 7536.037, 3295.583, 6435.221, 4829.709, 460.184, 7321.561, 7985.992, 7394.63, 3477.368, 6284.33, 5584.077, 2204.152, 7602.278, 7520.104, 0, 6804.388, 5207.624, 3101.117]
46: [1541.729, 5460.748, 2022.99, 6757.806, 3961.745, 1669.678, 1053.321, 1784.766, 1111.731, 5772.708, 1393.804, 826.755, 2125.079, 2394.951, 554.707, 2427.133, 2333.859, 886.247, 1961.766, 1070.174, 2354.22, 2011.001, 1800.94, 5177.271, 2588.482, 6445.897, 1973.266, 1230.813, 4263.926, 1608.165, 762.567, 3575.638, 421.38, 2838.596, 6828.352, 901.264, 1865.055, 950.382, 3327.044, 1011.662, 3385.158, 5094.081, 1963.814, 743.855, 6804.388, 0, 1643.505, 3927.245]
47: [2378.534, 4389.055, 1866.167, 5359.902, 2650.963, 2703.873, 2431.524, 2878.628, 2195.336, 4248.648, 710.769, 891.426, 755.313, 1350.577, 1296.483, 2748.273, 3097.572, 2301.076, 2938.271, 776.553, 710.721, 2335.157, 1076.091, 3580.266, 1283.347, 5040.992, 2837.89, 2464.44, 3208.125, 2500.679, 2403.84, 1940.569, 1243.908, 2139.282, 5266.119, 2127.771, 2903.188, 2428.795, 1754.264, 1562.218, 3124.408, 3679.549, 2661.185, 2324.078, 5207.624, 1643.505, 0, 2531.027]
48: [3743.079, 2087.277, 2559.956, 2843.78, 303.784, 5229.96, 4883.603, 4295.211, 3875.419, 1913.993, 2533.559, 3108.684, 1835.296, 1591.719, 3405.592, 3336.403, 5617.856, 4735.042, 5468.879, 3301.256, 2041.551, 3188.465, 2189.195, 1638.227, 1339.05, 2527.687, 5368.068, 4956.798, 1195.957, 5031.336, 4602.865, 1380.961, 3618.808, 1750.931, 3012.487, 4607.081, 5431.071, 4379.425, 999.645, 3253.729, 2663.953, 1168.152, 5183.232, 4669.733, 3101.117, 3927.245, 2531.027, 0]
