21: [286.923, 392.46, 288.531, 681.487, 577.17, 611.903, 361.732, 580.388, 763.217, 751.482, 1314.173, 927.16, 1194.759, 1313.202, 585.875, 435.488, 253.032, 205.244, 460.652, 278.568, 0, 250.599, 186.815, 558.413, 684.726, 941.077, 1030.97, 952.221, 459.157, 241.506, 150.0, 340.037, 1097.964, 416.203, 406.356, 411.4, 491.859, 526.711, 453.1, 495.807, 525.024, 289.914, 733.246, 401.528, 433.042, 530.377, 957.549, 549.477, 344.42, 313.129, 1072.007, 1456.709]
22: [46.098, 636.416, 240.52, 436.606, 332.453, 367.73, 609.139, 415.03, 593.043, 560.29, 1085.564, 700.018, 1020.417, 1164.689, 338.6, 297.069, 383.438, 116.297, 290.172, 223.607, 250.599, 0, 174.642, 317.53, 455.027, 773.709, 844.334, 753.077, 428.515, 352.598, 104.403, 97.082, 852.951, 180.069, 165.303, 166.883, 251.247, 281.469, 206.155, 248.646, 377.69, 535.023, 488.109, 199.06, 232.648, 325.73, 832.406, 311.006, 93.941, 237.171, 831.865, 1266.491]
23: [181.177, 509.828, 361.179, 537.703, 436.835, 469.068, 491.172, 586.728, 766.551, 734.932, 1143.525, 758.172, 1008.191, 1127.209, 451.054, 249.098, 418.001, 229.401, 460.977, 94.34, 186.815, 174.642, 0, 412.462, 521.776, 754.404, 845.931, 770.146, 296.015, 179.234, 152.315, 267.442, 1001.961, 275.0, 272.809, 282.931, 349.464, 390.032, 325.576, 365.548, 545.023, 415.03, 641.132, 235.85, 406.971, 356.931, 773.692, 400.656, 244.387, 127.475, 914.166, 1271.417]
24: [274.591, 921.792, 505.693, 125.3, 31.623, 57.009, 901.18, 486.544, 606.238, 537.82, 770.016, 387.621, 759.951, 931.357, 55.902, 277.714, 691.158, 420.119, 410.03, 378.451, 558.413, 317.53, 412.462, 0, 147.054, 537.401, 575.608, 472.07, 478.174, 566.789, 420.862, 263.059, 620.846, 142.302, 152.971, 150.748, 66.708, 44.721, 115.434, 79.057, 491.757, 825.121, 297.7, 183.984, 338.378, 140.089, 652.553, 15.811, 230.0, 357.526, 514.806, 981.542]
25: [410.03, 1028.846, 652.534, 109.202, 150.083, 124.197, 1012.423, 615.549, 714.178, 638.847, 631.269, 245.0, 620.081, 799.156, 164.012, 326.497, 834.341, 562.694, 550.681, 467.386, 684.726, 455.027, 521.776, 147.054, 0, 412.098, 435.029, 328.672, 509.141, 654.313, 555.563, 408.932, 605.826, 275.0, 290.388, 291.548, 207.183, 191.377, 260.864, 226.108, 628.013, 936.376, 354.401, 286.4, 481.274, 173.349, 550.681, 148.071, 372.726, 439.09, 392.747, 835.135]
26: [728.972, 1191.512, 1005.945, 516.236, 552.268, 533.339, 1190.095, 1022.803, 1126.111, 1049.976, 541.041, 335.037, 254.018, 396.011, 571.074, 505.693, 1149.478, 890.0, 945.476, 665.902, 941.077, 773.709, 754.404, 537.401, 412.098, 0, 126.194, 158.902, 558.793, 805.016, 853.302, 765.506, 917.306, 614.37, 635.138, 643.525, 575.543, 580.0, 630.179, 609.139, 1028.992, 1120.1, 755.794, 574.674, 872.067, 453.679, 185.54, 530.519, 718.679, 630.575, 496.009, 525.0]
27: [798.514, 1301.509, 1067.638, 526.806, 584.145, 559.129, 1297.787, 1049.405, 1134.548, 1055.047, 417.433, 283.24, 185.068, 374.433, 599.041, 597.537, 1226.02, 959.909, 984.733, 761.643, 1030.97, 844.334, 845.931, 575.608, 435.029, 126.194, 0, 110.114, 673.665, 912.318, 931.45, 823.119, 861.931, 674.259, 693.992, 700.179, 624.119, 620.101, 680.0, 652.553, 1063.038, 1226.234, 751.033, 647.012, 913.906, 518.652, 291.548, 571.948, 779.311, 726.395, 410.488, 425.793]
28: [707.001, 1243.724, 970.322, 417.433, 478.592, 452.217, 1236.74, 941.077, 1024.463, 944.934, 417.642, 182.483, 293.641, 484.175, 492.367, 525.856, 1136.332, 867.439, 879.332, 690.887, 952.221, 753.077, 770.146, 472.07, 328.672, 158.902, 110.114, 0, 629.682, 853.288, 844.349, 725.155, 766.551, 578.705, 597.704, 602.764, 523.927, 516.769, 579.763, 550.091, 956.151, 1163.454, 641.112, 559.017, 809.475, 428.515, 344.42, 469.574, 683.118, 656.22, 337.231, 513.931]
29: [406.263, 635.02, 651.249, 579.871, 509.755, 528.015, 636.965, 831.039, 998.211, 950.053, 1042.413, 688.186, 805.248, 887.426, 533.128, 200.811, 707.425, 516.769, 711.003, 210.297, 459.157, 428.515, 296.015, 478.174, 509.141, 558.793, 673.665, 629.682, 0, 259.615, 445.225, 492.392, 1095.673, 401.995, 415.752, 430.726, 443.847, 484.2, 458.939, 480.521, 801.639, 570.636, 770.6, 322.49, 643.623, 349.178, 522.805, 462.385, 448.386, 191.377, 871.45, 1081.954]
30: [360.069, 390.448, 504.207, 689.529, 594.348, 623.699, 385.519, 758.765, 940.492, 912.14, 1250.97, 874.643, 1056.184, 1146.484, 611.658, 337.083, 492.392, 385.032, 632.949, 189.011, 241.506, 352.598, 179.234, 566.789, 654.313, 805.016, 912.318, 853.288, 259.615, 0, 305.164, 446.598, 1172.902, 439.318, 441.192, 453.018, 509.117, 551.589, 494.292, 531.507, 712.969, 315.159, 815.552, 382.884, 583.31, 481.274, 782.192, 553.173, 422.67, 215.232, 1044.282, 1330.009]
31: [146.373, 541.225, 208.926, 540.856, 436.606, 471.832, 511.517, 457.22, 640.312, 619.294, 1186.781, 800.391, 1103.653, 1238.79, 443.001, 356.721, 296.184, 80.156, 332.415, 236.008, 150.0, 104.403, 152.315, 420.862, 555.563, 853.302, 931.45, 844.349, 445.225, 305.164, 0, 190.066, 948.117, 281.114, 268.002, 270.647, 354.295, 385.649, 310.483, 353.023, 408.718, 438.919, 583.31, 285.351, 292.959, 415.933, 895.879, 413.673, 197.8, 262.011, 935.575, 1355.913]
32: [90.554, 730.0, 245.204, 370.54, 270.185, 305.041, 701.231, 338.711, 510.025, 471.01, 1030.983, 650.577, 1004.154, 1160.873, 270.416, 330.946, 430.0, 162.788, 219.829, 300.375, 340.037, 97.082, 267.442, 263.059, 408.932, 765.506, 823.119, 725.155, 492.392, 446.598, 190.066, 0, 758.716, 151.162, 130.384, 122.984, 202.608, 220.907, 148.071, 185.607, 311.488, 628.033, 393.732, 207.002, 151.327, 312.13, 845.0, 260.864, 50.0, 305.655, 767.349, 1238.396]
33: [827.315, 1488.707, 903.396, 517.349, 589.958, 568.243, 1459.632, 645.155, 570.197, 500.899, 706.134, 584.209, 1010.359, 1215.905, 568.705, 897.065, 1120.29, 903.244, 700.589, 990.013, 1097.964, 852.951, 1001.961, 620.846, 605.826, 917.306, 861.931, 766.551, 1095.673, 1172.902, 948.117, 758.716, 0, 734.098, 731.744, 720.226, 668.506, 625.5, 678.62, 642.028, 704.006, 1386.732, 365.0, 798.812, 687.786, 747.011, 1095.183, 636.318, 763.708, 973.666, 474.684, 1088.726]
34: [135.093, 782.081, 393.605, 266.552, 163.248, 196.977, 760.345, 455.0, 606.98, 552.268, 905.884, 520.0, 854.181, 1009.715, 176.139, 211.483, 561.471, 290.259, 350.892, 256.564, 416.203, 180.069, 275.0, 142.302, 275.0, 614.37, 674.259, 578.705, 401.995, 439.318, 281.114, 151.162, 734.098, 0, 21.213, 33.541, 76.158, 115.109, 58.523, 92.195, 441.616, 684.416, 382.394, 80.0, 276.134, 161.012, 697.227, 133.417, 105.119, 243.772, 656.22, 1092.623]
35: [121.655, 776.981, 373.664, 275.136, 170.88, 205.548, 754.205, 435.46, 589.428, 536.144, 920.34, 535.21, 874.314, 1030.594, 181.177, 228.528, 544.518, 272.947, 330.189, 261.773, 406.356, 165.303, 272.809, 152.971, 290.388, 635.138, 693.992, 597.704, 415.752, 441.192, 268.002, 130.384, 731.744, 21.213, 0, 15.0, 86.313, 120.83, 53.151, 93.005, 421.1, 678.473, 376.464, 96.177, 255.539, 182.003, 718.418, 145.774, 85.44, 251.645, 667.776, 1111.542]
36: [125.0, 785.0, 367.696, 270.601, 166.208, 201.308, 761.577, 421.545, 574.674, 521.177, 920.054, 535.84, 881.192, 1039.255, 174.642, 243.311, 542.794, 271.155, 317.569, 275.045, 411.4, 166.883, 282.931, 150.748, 291.548, 643.525, 700.179, 602.764, 430.726, 453.018, 270.647, 122.984, 720.226, 33.541, 15.0, 0, 85.0, 115.434, 43.012, 85.0, 408.167, 686.003, 363.593, 111.018, 242.745, 191.442, 729.555, 145.0, 81.394, 265.707, 665.019, 1116.356]
37: [207.966, 857.7, 447.465, 190.394, 87.464, 120.83, 836.316, 460.57, 596.091, 533.667, 835.06, 450.999, 806.923, 971.404, 102.591, 244.182, 627.415, 355.879, 371.248, 322.684, 491.859, 251.247, 349.464, 66.708, 207.183, 575.543, 624.119, 523.927, 443.847, 509.117, 354.295, 202.608, 668.506, 76.158, 86.313, 85.0, 0, 43.012, 55.902, 41.231, 457.739, 760.345, 327.3, 130.384, 297.069, 138.654, 676.036, 60.0, 165.68, 305.164, 581.485, 1036.4]
38: [240.416, 896.939, 462.088, 155.242, 50.99, 86.313, 874.714, 446.01, 571.948, 506.211, 810.386, 429.942, 804.316, 974.59, 61.033, 283.769, 650.308, 380.132, 366.231, 365.548, 526.711, 281.469, 390.032, 44.721, 191.377, 580.0, 620.101, 516.769, 484.2, 551.589, 385.649, 220.907, 625.5, 115.109, 120.83, 115.434, 43.012, 0, 75.664, 35.355, 449.027, 798.89, 286.4, 173.349, 294.109, 163.783, 690.67, 49.497, 191.05, 348.174, 550.84, 1026.17]
39: [166.208, 827.964, 392.237, 230.489, 126.59, 161.941, 804.394, 413.824, 557.853, 499.925, 885.127, 503.016, 862.699, 1026.158, 132.853, 265.047, 575.782, 305.0, 318.904, 313.847, 453.1, 206.155, 325.576, 115.434, 260.864, 630.179, 680.0, 579.763, 458.939, 494.292, 310.483, 148.071, 678.62, 58.523, 53.151, 43.012, 55.902, 75.664, 0, 42.72, 407.001, 728.869, 324.423, 136.473, 244.182, 186.011, 726.223, 112.805, 115.434, 302.076, 626.498, 1092.016]
40: [208.926, 869.741, 426.878, 188.282, 85.147, 120.416, 846.537, 421.574, 555.0, 492.443, 845.532, 465.296, 836.376, 1004.453, 90.139, 282.179, 615.183, 345.326, 336.341, 348.174, 495.807, 248.646, 365.548, 79.057, 226.108, 609.139, 652.553, 550.091, 480.521, 531.507, 353.023, 185.607, 642.028, 92.195, 93.005, 85.0, 41.231, 35.355, 42.72, 0, 421.1, 770.925, 293.471, 161.555, 263.154, 179.234, 714.37, 80.623, 157.003, 333.654, 584.829, 1060.389]
41: [395.38, 896.172, 246.982, 544.541, 479.505, 504.009, 857.555, 64.031, 239.27, 243.977, 1180.042, 836.316, 1248.079, 1423.043, 464.004, 640.781, 442.634, 330.492, 91.924, 601.041, 525.024, 377.69, 545.023, 491.757, 628.013, 1028.992, 1063.038, 956.151, 801.639, 712.969, 408.718, 311.488, 704.006, 441.616, 421.1, 408.167, 457.739, 449.027, 407.001, 421.1, 0, 796.492, 401.995, 512.079, 165.605, 593.001, 1133.159, 498.523, 359.34, 611.882, 896.354, 1453.083]
42: [565.796, 102.591, 550.091, 950.329, 847.659, 881.036, 76.158, 855.862, 1035.592, 1031.952, 1552.321, 1169.626, 1371.313, 1457.481, 859.593, 639.531, 408.075, 492.976, 741.923, 476.707, 289.914, 535.023, 415.03, 825.121, 936.376, 1120.1, 1226.234, 1163.454, 570.636, 315.159, 438.919, 628.033, 1386.732, 684.416, 678.473, 686.003, 760.345, 798.89, 728.869, 770.925, 796.492, 0, 1021.763, 650.865, 720.85, 768.668, 1092.543, 814.079, 627.156, 509.902, 1329.003, 1645.068]
43: [463.816, 1123.71, 556.597, 245.204, 266.693, 260.048, 1094.806, 359.026, 389.936, 307.774, 789.24, 484.381, 930.86, 1125.278, 241.868, 570.088, 773.256, 541.133, 367.764, 638.161, 733.246, 488.109, 641.132, 297.7, 354.401, 755.794, 751.033, 641.112, 770.6, 815.552, 583.31, 393.732, 365.0, 382.394, 376.464, 363.593, 327.3, 286.4, 324.423, 293.471, 401.995, 1021.763, 0, 455.0, 336.786, 437.321, 904.461, 313.249, 399.906, 626.099, 504.232, 1097.201]
44: [154.434, 744.883, 434.195, 307.002, 212.25, 240.832, 726.997, 529.741, 685.584, 631.981, 912.921, 526.118, 821.721, 966.398, 231.138, 132.382, 579.008, 315.357, 420.387, 194.487, 401.528, 199.06, 235.85, 183.984, 286.4, 574.674, 647.012, 559.017, 322.49, 382.884, 285.351, 207.002, 798.812, 80.0, 96.177, 111.018, 130.384, 173.349, 136.473, 161.555, 512.079, 650.865, 455.0, 0, 346.771, 130.863, 640.41, 170.294, 157.003, 175.0, 678.399, 1070.806]
45: [240.208, 823.286, 219.829, 411.096, 331.21, 360.069, 789.383, 187.417, 360.867, 329.014, 1067.954, 705.301, 1098.328, 1267.567, 319.883, 476.366, 436.578, 228.035, 75.0, 450.028, 433.042, 232.648, 406.971, 338.378, 481.274, 872.067, 913.906, 809.475, 643.623, 583.31, 292.959, 151.327, 687.786, 276.134, 255.539, 242.745, 297.069, 294.109, 244.182, 263.154, 165.605, 720.85, 336.786, 346.771, 0, 429.564, 969.91, 343.001, 196.469, 456.755, 790.142, 1314.962]
46: [279.866, 859.084, 552.675, 230.705, 170.66, 182.003, 844.423, 598.54, 733.894, 669.645, 786.67, 401.404, 696.024, 848.764, 195.576, 155.724, 708.255, 441.277, 504.48, 295.466, 530.377, 325.73, 356.931, 140.089, 173.349, 453.679, 518.652, 428.515, 349.178, 481.274, 415.933, 312.13, 747.011, 161.012, 182.003, 191.442, 138.654, 163.783, 186.011, 179.234, 593.001, 768.668, 437.321, 130.863, 429.564, 0, 540.37, 125.0, 265.0, 266.177, 563.649, 941.116]
47: [791.281, 1151.271, 1072.311, 659.564, 673.591, 661.91, 1156.828, 1135.892, 1257.06, 1185.169, 705.16, 517.421, 324.423, 364.966, 695.593, 539.491, 1187.697, 946.005, 1044.844, 679.779, 957.549, 832.406, 773.692, 652.553, 550.681, 185.54, 291.548, 344.42, 522.805, 782.192, 895.879, 845.0, 1095.183, 697.227, 718.418, 729.555, 676.036, 690.67, 726.223, 714.37, 1133.159, 1092.543, 904.461, 640.41, 969.91, 540.37, 0, 642.359, 795.503, 646.258, 681.542, 597.746]
48: [267.301, 910.302, 504.802, 137.295, 47.434, 70.711, 890.183, 495.101, 617.839, 550.273, 775.065, 391.152, 755.86, 925.216, 71.589, 261.964, 687.204, 415.752, 415.482, 364.589, 549.477, 311.006, 400.656, 15.811, 148.071, 530.519, 571.948, 469.574, 462.385, 553.173, 413.673, 260.864, 636.318, 133.417, 145.774, 145.0, 60.0, 49.497, 112.805, 80.623, 498.523, 814.079, 313.249, 170.294, 343.001, 125.0, 642.359, 0, 225.499, 343.111, 522.805, 980.472]
49: [64.031, 728.011, 288.487, 345.254, 241.868, 277.218, 701.73, 383.438, 550.568, 507.001, 1000.012, 616.644, 959.284, 1113.564, 246.221, 281.824, 461.736, 190.263, 267.442, 263.865, 344.42, 93.941, 244.387, 230.0, 372.726, 718.679, 779.311, 683.118, 448.386, 422.67, 197.8, 50.0, 763.708, 105.119, 85.44, 81.394, 165.68, 191.05, 115.434, 157.003, 359.34, 627.156, 399.906, 157.003, 196.469, 265.0, 795.503, 225.499, 0, 265.189, 741.772, 1196.923]
50: [217.083, 596.259, 463.249, 477.624, 386.685, 413.793, 584.637, 643.817, 815.138, 771.962, 1042.929, 662.59, 884.59, 1000.125, 406.079, 130.384, 543.622, 328.672, 521.967, 35.355, 313.129, 237.171, 127.475, 357.526, 439.09, 630.575, 726.395, 656.22, 191.377, 215.232, 262.011, 305.655, 973.666, 243.772, 251.645, 265.707, 305.164, 348.174, 302.076, 333.654, 611.882, 509.902, 626.099, 175.0, 456.755, 266.177, 646.258, 343.111, 265.189, 0, 829.608, 1150.761]
51: [789.383, 1421.557, 995.314, 397.02, 499.925, 464.57, 1405.08, 860.145, 883.233, 800.078, 285.044, 188.215, 539.676, 744.648, 497.041, 710.106, 1196.505, 929.368, 843.445, 859.069, 1072.007, 831.865, 914.166, 514.806, 392.747, 496.009, 410.488, 337.231, 871.45, 1044.282, 935.575, 767.349, 474.684, 656.22, 667.776, 665.019, 581.485, 550.84, 626.498, 584.829, 896.354, 1329.003, 504.232, 678.399, 790.142, 563.649, 681.542, 522.805, 741.772, 829.608, 0, 624.82]
